4_14_2 - 5_14_3
Input-Output Pair 0: [Failure revealed! (not pass threshold), 18 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 15: [pass correct (not pass threshold), 11 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt']][false positive (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']]
Input-Output Pair 16: [Failure revealed! (not verified) (not pass threshold), 10 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][pass wrong (not verified) (not pass threshold), 5 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']]
Input-Output Pair 17: [Failure revealed! (not verified) (not pass threshold), 10 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][pass wrong (not verified) (not pass threshold), 5 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']]
Input-Output Pair 18: [pass correct (not pass threshold), 14 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 19: [pass correct (not pass threshold), 14 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 20: [pass correct (not pass threshold), 14 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 21: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][pass wrong (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 22: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][pass wrong (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 23: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][pass wrong (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 24: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][pass wrong (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt']]
Input-Output Pair 25: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][false positive (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][pass wrong (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt']]
Input-Output Pair 26: [pass correct (not pass threshold), 15 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']]
Input-Output Pair 27: [Failure revealed! (not verified) (not pass threshold), 10 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][false positive (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][pass wrong (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt']]
Input-Output Pair 28: [pass correct (not pass threshold), 14 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']]
Input-Output Pair 29: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][false positive (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][pass wrong (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt']]
Input-Output Pair 30: [Failure revealed! (not verified) (not pass threshold), 9 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt']][false positive (not verified) (not pass threshold), 4 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt']][pass wrong (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_9_9_5_1.txt']]
